house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00086664,138,3,33,20,10,3,68,1
E00086665,147,5,29,22,16,7,63,5
E00086666,161,9,60,39,15,2,33,3
E00086667,150,4,17,24,13,4,85,3
E00086668,126,0,25,23,8,9,58,3
E00086669,181,6,85,27,12,8,39,4
E00086670,127,17,16,26,24,21,15,8
E00086671,141,40,36,24,11,14,12,4
E00086672,142,15,28,33,31,13,18,4
E00086673,123,13,20,47,23,8,9,3
E00086674,121,30,10,38,23,9,10,1
E00086675,161,12,73,14,18,30,12,2
E00086676,123,9,22,36,21,13,19,3
E00086677,124,40,8,46,16,4,7,3
E00086678,127,9,28,20,24,33,10,3
E00086679,130,35,27,24,27,10,5,2
E00086680,118,13,9,31,35,10,11,9
E00086681,146,11,61,38,15,14,5,2
E00086682,136,21,31,16,29,23,8,8
E00086683,153,24,35,46,25,6,14,3
E00086684,137,17,12,49,29,6,18,6
E00086685,117,38,33,23,12,6,5,0
E00086686,125,26,7,54,23,6,9,0
E00086687,122,40,10,44,12,3,11,2
E00086688,139,10,19,62,28,6,13,1
E00086689,150,19,54,38,14,15,6,4
E00086690,132,26,12,57,23,3,11,0
E00086691,119,27,13,53,16,0,9,1
E00086692,121,7,26,55,18,5,9,1
E00086693,119,18,19,49,15,7,9,2
E00086694,116,16,10,31,17,20,14,8
E00086695,134,25,13,54,19,5,14,4
E00086696,138,13,28,35,20,20,18,4
E00086697,120,14,10,43,18,14,13,8
E00086698,126,8,12,34,28,18,17,9
E00086699,144,11,50,20,26,27,5,5
E00086700,133,22,16,34,36,8,14,3
E00086701,140,11,28,26,30,25,13,7
E00086702,126,23,8,37,20,14,20,4
E00086703,98,29,29,12,7,8,12,1
E00086704,138,25,18,37,24,12,17,5
E00086705,119,47,14,14,15,17,7,5
E00086706,126,16,20,53,13,14,5,5
E00086707,127,11,33,29,24,18,9,3
E00086708,173,13,45,29,39,32,14,1
E00086709,130,9,42,20,20,24,11,4
E00086710,130,10,30,27,31,20,6,6
E00086711,128,7,44,21,18,26,9,3
E00086712,134,5,37,21,24,31,13,3
E00086713,141,13,42,29,24,21,11,1
E00086714,125,7,32,45,21,11,6,3
E00086715,145,12,47,29,18,25,10,4
E00086716,124,8,37,42,19,7,9,2
E00086717,161,13,61,41,19,7,15,5
E00086718,140,16,30,49,23,11,7,4
E00086719,229,13,98,48,40,6,19,5
E00086720,107,3,39,30,16,5,13,1
E00086721,146,17,12,64,25,8,14,6
E00086722,121,10,43,35,14,2,16,1
E00086723,137,11,33,33,25,15,17,3
E00086724,105,13,16,38,24,5,7,2
E00086725,108,7,41,20,25,1,8,6
E00086726,124,12,43,29,21,8,8,3
E00086727,98,6,39,26,14,1,10,2
E00086728,123,10,24,38,22,3,21,5
E00086730,140,36,10,47,19,7,15,6
E00086731,132,18,21,49,25,7,8,4
E00086732,137,6,38,35,21,20,12,5
E00086733,149,32,12,72,22,4,7,0
E00086734,124,9,18,40,41,6,6,4
E00086735,127,24,24,46,16,6,8,3
E00086736,131,16,8,58,31,8,8,2
E00086737,108,14,15,30,27,11,8,3
E00086738,127,13,20,42,25,15,8,4
E00086739,127,7,25,28,44,8,13,2
E00086740,124,10,22,49,23,9,7,4
E00086741,124,12,13,43,34,8,11,3
E00086742,113,7,30,22,24,19,7,4
E00086743,137,15,8,56,37,7,12,2
E00086744,121,11,21,40,23,7,11,8
